,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
5638,C5639,公司17,2917264,9.0,27.0,22.97948999,89.0,0.879427972,1.0,18.0,124.0,0.661361743,3.0,0.974914949,8.0,17.0,13.78165754,2.796050145,75.0,25.95006738,9.0,34.61465049,15.0,7.32609088,,86.0,26.0,5.59482974,0.0,29.40431026,5.531520819,76.27503972,5.0,1.0,93.0,19.04453758,1.0,7.0,2.0,6.0,30.0,86.0,55.07917322,J0023,  ,  ,  
979,C0980,公司8,646416,11.0,16.0,4.039090654,116.0,0.645129071,1.0,17.0,203.0,18.5972246,6.0,0.343882622,2.0,69.0,4.894463753,5.82383923,75.0,6.174173067,54.0,84.28708319,12.0,4.274988694,,16.0,47.0,12.16574107,0.0,30.45831176,16.5128278,58.09778975,3.0,1.0,30.0,,1.0,8.0,4.0,9.0,59.0,69.0,18.34145962,  ,  ,  ,  
5853,C5854,公司3,90601,1.0,22.0,12.44763071,19.0,0.557605624,1.0,10.0,27.0,0.144319678,48.0,0.858453602,3.0,15.0,7.456067558,19.5413983,54.0,0.771616344,39.0,50.08843234,6.0,15.26463304,,15.0,61.0,19.63165445,0.0,48.41356903,17.43668096,29.91252947,3.0,1.0,18.0,12.40317259,1.0,7.0,6.0,5.0,29.0,71.0,14.15097622,J0020,  ,  ,  
1042,C1043,公司18,3272481,4.0,19.0,12.70805719,75.0,0.151996086,1.0,18.0,191.0,18.2535161,5.0,0.759950848,6.0,67.0,16.80533607,7.310316688,78.0,3.356064655,45.0,10.82607823,11.0,8.427358568,,83.0,35.0,11.60497174,0.0,76.47003578,12.24770366,70.35296596,2.0,1.0,34.0,12.89363844,1.0,12.0,5.0,4.0,60.0,6.0,1.48055038,J0134,  ,  ,  
7217,C7218,公司13,1705636,10.0,8.0,15.34981111,203.0,0.087328824,1.0,7.0,112.0,14.11305405,54.0,0.320912239,1.0,39.0,13.92216628,4.018136265,35.0,32.94927311,78.0,20.36110607,18.0,15.62091298,,53.0,67.0,6.88948799,0.0,42.91278262,2.34829725,67.36785205,2.0,1.0,65.0,19.2209634,1.0,8.0,4.0,11.0,40.0,68.0,69.44178092,J0188,J0067,  ,  
10642,C10643,公司10,1010025,5.0,12.0,17.33072503,115.0,0.719110941,1.0,6.0,161.0,33.42903348,12.0,0.719042955,2.0,4.0,13.45544098,13.10541086,40.0,28.89282178,72.0,39.48123563,14.0,0.310885729,,9.0,20.0,11.93845097,0.0,34.7822756,17.93047942,48.0284231,1.0,1.0,44.0,19.13591081,1.0,11.0,2.0,2.0,93.0,89.0,69.10291291,  ,  ,  ,  
10396,C10397,公司2,40401,8.0,58.0,21.19581752,28.0,0.920686284,1.0,13.0,19.0,9.758576163,27.0,0.839880805,6.0,48.0,11.61026988,30.11416227,69.0,9.139750822,55.0,59.88396289,15.0,8.040411158,,85.0,67.0,13.19511638,0.0,61.90079003,6.723157157,76.21526727,5.0,1.0,51.0,11.31915643,1.0,7.0,6.0,10.0,22.0,60.0,16.56737755,J0006,  ,  ,  
3272,C3273,公司7,494209,3.0,65.0,6.143245314,999999999.0,0.846291144,1.0,3.0,118.0,27.10065249,36.0,0.083022779,11.0,39.0,4.746560495,21.77193891,38.0,27.61253646,60.0,55.69710049,7.0,5.962304046,,74.0,60.0,13.59914192,0.0,21.23990335,18.25193223,71.03220491,2.0,1.0,9.0,8.657446917,1.0,1.0,5.0,1.0,37.0,72.0,32.66185429,  ,  ,  ,  
1965,C1966,公司16,2585664,8.0,39.0,7.130543224,148.0,0.661496539,1.0,8.0,191.0,8.800125029,4.0,0.315228591,11.0,45.0,7.605005358,16.47629031,14.0,3.791524752,53.0,29.40152706,13.0,16.84181913,,57.0,61.0,,0.0,49.85845267,6.605472442,41.34903332,4.0,1.0,92.0,17.15742056,1.0,3.0,7.0,7.0,89.0,29.0,15.13744519,  ,  ,  ,  
2678,C2679,公司8,646416,6.0,31.0,26.70519852,98.0,0.941039943,1.0,8.0,11.0,24.07066578,52.0,0.403597443,1.0,63.0,1.439056653,26.11796811,3.0,31.11886375,34.0,60.73352816,3.0,7.977304162,,69.0,28.0,19.73963778,0.0,36.96972779,16.01395956,80.22445114,2.0,1.0,84.0,13.87907726,1.0,7.0,3.0,10.0,44.0,22.0,6.038159794,  ,  ,  ,  
3710,C3711,公司16,2585664,4.0,39.0,27.88450657,120.0,0.088299854,1.0,14.0,106.0,18.96300003,25.0,0.717102751,6.0,10.0,18.73509039,9.649717017,27.0,18.55801683,86.0,73.00467573,9.0,19.76060468,,86.0,36.0,4.496362883,0.0,32.21924975,0.535934355,79.10652431,1.0,1.0,26.0,12.12620049,1.0,4.0,7.0,3.0,5.0,62.0,4.192455366,  ,  ,  ,  
2894,C2895,公司18,3272481,6.0,37.0,1.217311338,106.0,0.805961966,1.0,4.0,169.0,8.462704509,69.0,0.588571843,5.0,6.0,4.84771388,13.71330839,81.0,11.82512839,73.0,27.72508562,16.0,6.266044661,,31.0,51.0,8.398466747,0.0,77.34481432,9.041317656,31.54962836,3.0,1.0,93.0,16.74300895,1.0,4.0,2.0,3.0,71.0,56.0,72.15888127,J0084,  ,  ,  
6705,C6706,公司10,1010025,6.0,37.0,17.04485299,59.0,0.143118979,1.0,14.0,8.0,20.67208566,38.0,0.732359024,10.0,3.0,9.984114851,999999999.0,,13.69852002,52.0,52.88777312,12.0,4.476091915,,56.0,39.0,11.235775,0.0,43.98522874,6.142841248,20.79068333,4.0,1.0,61.0,0.076912933,1.0,2.0,7.0,10.0,88.0,17.0,66.84612076,  ,  ,  ,  
5743,C5744,公司12,1454436,7.0,22.0,16.07160441,55.0,0.831814709,1.0,13.0,121.0,23.0164394,19.0,0.657421158,1.0,68.0,10.49685261,17.20794959,66.0,4.65958253,52.0,83.97744974,1.0,13.45893864,,52.0,21.0,15.69210112,0.0,58.37662197,7.899207145,1.28422032,4.0,1.0,95.0,7.807491759,1.0,9.0,5.0,1.0,70.0,72.0,82.87725796,  ,  ,  ,  
11681,C11682,公司6,363609,1.0,65.0,0.64320379,16.0,0.520532465,1.0,6.0,199.0,20.79613207,36.0,0.171720171,7.0,18.0,10.95508288,24.47077887,5.0,12.78170859,72.0,74.15429048,18.0,0.572949813,,15.0,2.0,13.98310148,0.0,16.11877409,19.05285125,34.20705732,4.0,1.0,71.0,5.72598599,1.0,4.0,6.0,3.0,80.0,60.0,74.40928494,  ,  ,  ,  
582,C0583,公司4,161604,10.0,49.0,27.13207573,115.0,,1.0,12.0,107.0,16.90920433,29.0,0.386848769,7.0,59.0,8.272315888,15.678442,87.0,3.117748733,78.0,42.41626018,15.0,8.01230696,,19.0,63.0,17.34202677,0.0,53.11031998,,61.59597617,1.0,1.0,78.0,11.63581115,1.0,9.0,2.0,4.0,80.0,5.0,26.79610136,  ,  ,  ,  
11799,C11800,公司19,3644281,3.0,32.0,22.52460801,185.0,0.333671486,1.0,17.0,166.0,2.348736867,70.0,0.549320235,9.0,33.0,8.694882893,31.93921726,2.0,11.99906987,54.0,66.06783799,9.0,8.242152942,,54.0,35.0,16.91611694,0.0,18.04300674,1.734590361,16.39667905,3.0,1.0,12.0,9.602380689,1.0,9.0,4.0,6.0,26.0,34.0,75.7579868,J0132,J0081,  ,  
10229,C10230,公司7,494209,2.0,31.0,4.587068349,113.0,0.448063426,1.0,17.0,202.0,29.4429299,69.0,0.475043542,1.0,5.0,4.13809864,15.31037094,70.0,32.69648415,45.0,17.55073195,2.0,17.07170823,,45.0,11.0,6.139130118,0.0,81.78561396,17.77217364,30.94266269,4.0,1.0,77.0,2.6860101,1.0,2.0,6.0,10.0,44.0,24.0,53.57143246,  ,  ,  ,  
3316,C3317,公司13,1705636,1.0,7.0,2.4037908,116.0,0.435293004,1.0,2.0,109.0,8.141092542,26.0,0.703898179,9.0,52.0,13.04373341,8.063372244,15.0,23.10210482,24.0,68.55416135,11.0,1.906153454,,76.0,56.0,10.07666501,0.0,21.58254934,19.4476888,0.252511005,4.0,1.0,42.0,4.446138478,1.0,4.0,6.0,9.0,89.0,24.0,90.14881233,  ,  ,  ,  
6858,C6859,公司10,1010025,4.0,17.0,16.06533985,148.0,0.023127786,,14.0,23.0,3.200866786,27.0,0.485062106,2.0,50.0,3.988904826,28.26476239,6.0,10.93495692,17.0,57.06739452,11.0,3.568950142,,33.0,36.0,6.73663429,0.0,19.58666653,12.09566304,24.95204574,2.0,1.0,55.0,15.49166839,1.0,,1.0,5.0,56.0,90.0,57.49752847,J0114,  ,  ,  
11820,C11821,公司20,4040100,7.0,66.0,24.40273507,37.0,0.576337636,1.0,18.0,134.0,20.04675327,40.0,0.933222234,7.0,63.0,5.293476678,2.680194844,93.0,17.56052151,86.0,21.34572588,8.0,7.337619728,,28.0,39.0,9.232174262,0.0,78.32732185,4.480536931,57.83237855,3.0,1.0,85.0,7.629811851,1.0,12.0,3.0,12.0,68.0,70.0,10.14464524,J0074,  ,  ,  
7063,C7064,公司2,40401,3.0,20.0,27.98935372,173.0,0.079246923,1.0,14.0,55.0,28.82765759,49.0,0.679300759,9.0,44.0,6.088267172,18.45695456,79.0,18.55068905,90.0,86.08267634,14.0,3.644738523,,43.0,51.0,9.562536148,0.0,59.76822119,9.681731886,84.17673833,2.0,1.0,38.0,0.739467045,1.0,12.0,4.0,6.0,45.0,47.0,24.5476048,  ,  ,  ,  
3,C0004,公司9,817216,3.0,9.0,6.375025793,92.0,0.545685448,1.0,3.0,184.0,15.83535673,15.0,0.575799131,9.0,4.0,16.52453135,27.71280795,10.0,32.33593186,71.0,20.8421444,14.0,2.220379732,,41.0,21.0,15.87649156,0.0,52.86240661,1.17296478,46.07741164,1.0,1.0,14.0,19.85733948,1.0,10.0,5.0,3.0,71.0,82.0,55.20456675,  ,  ,  ,  
5790,C5791,公司7,494209,1.0,4.0,30.35676199,185.0,0.143589094,1.0,9.0,118.0,22.7054844,33.0,0.55338521,2.0,35.0,6.731912185,2.466005908,87.0,13.14427671,84.0,68.75963216,1.0,17.43001274,,30.0,69.0,2.431774009,0.0,17.10815026,3.949857433,15.35111043,4.0,1.0,78.0,15.41308976,1.0,12.0,7.0,10.0,45.0,9.0,72.47768961,  ,  ,  ,  
410,C0411,公司19,3644281,11.0,60.0,9.304347448,114.0,0.679004799,1.0,18.0,78.0,31.48874939,58.0,0.321880967,6.0,66.0,10.6096033,20.77776584,92.0,33.39986207,87.0,33.98779291,1.0,0.591762187,,57.0,58.0,14.8902105,0.0,90.73256262,14.17397505,58.28892965,5.0,1.0,62.0,13.72984753,1.0,3.0,4.0,5.0,43.0,9.0,57.8649499,J0124,J0191,  ,  
1732,C1733,公司3,90601,8.0,45.0,12.96642388,42.0,0.642135268,1.0,1.0,12.0,8.807271274,26.0,0.237655251,4.0,32.0,18.78845624,26.97204395,84.0,8.546881121,61.0,82.30142898,14.0,2.233824125,,77.0,22.0,7.262754616,0.0,88.00917259,3.678042272,91.86440274,1.0,1.0,95.0,14.16017601,1.0,10.0,4.0,11.0,77.0,27.0,29.75654897,  ,  ,  ,  
9807,C9808,公司19,3644281,11.0,43.0,8.291775195,78.0,0.969672622,1.0,17.0,162.0,23.43016463,60.0,0.527197828,3.0,41.0,6.237311983,12.77742617,66.0,18.49871687,50.0,57.67682626,,15.04912447,,75.0,13.0,7.326996143,0.0,38.46700742,6.255709982,21.18133858,2.0,1.0,79.0,5.45719656,1.0,5.0,6.0,11.0,59.0,25.0,8.261495568,J0013,  ,  ,  
8260,C8261,公司1,10000,2.0,4.0,22.98642452,102.0,0.612780814,1.0,5.0,189.0,5.110759654,19.0,0.567936306,8.0,42.0,17.49447196,24.66894407,82.0,4.043492164,28.0,91.37669501,4.0,9.771372267,,30.0,20.0,9.118620366,0.0,26.98010448,9.628222505,88.23497878,3.0,1.0,52.0,9.367491581,1.0,9.0,4.0,8.0,86.0,68.0,87.07745899,J0148,J0106,  ,  
10341,C10342,公司20,4040100,2.0,4.0,30.85474028,80.0,0.71421938,1.0,16.0,46.0,24.86297092,10.0,0.728218267,6.0,2.0,17.13344991,13.5620379,33.0,26.13902343,21.0,38.37677573,12.0,0.717780663,32.76785562,96.0,68.0,4.961912477,0.0,11.32473191,3.799241664,81.83105446,1.0,1.0,89.0,1.640822852,1.0,8.0,3.0,3.0,51.0,65.0,35.63366081,J0016,  ,  ,  
10844,C10845,公司6,363609,2.0,23.0,9.77925346,105.0,0.909073952,1.0,4.0,11.0,4.951431293,67.0,0.976984816,4.0,18.0,0.450043777,28.22902291,10.0,22.69522313,96.0,50.94400319,17.0,6.299858581,,32.0,23.0,19.06479436,0.0,29.31034227,9.327610891,89.44504181,5.0,1.0,22.0,5.94270019,1.0,7.0,3.0,1.0,13.0,91.0,65.45826365,J0010,  ,  ,  
6025,C6026,公司17,2917264,1.0,59.0,10.79865813,170.0,0.462629564,1.0,11.0,53.0,31.26232583,33.0,0.428856106,1.0,66.0,7.057073213,33.71052214,59.0,3.811207067,25.0,34.27112405,13.0,7.3656996,,37.0,33.0,0.593713332,0.0,10.41088458,16.86650709,67.51884786,5.0,,35.0,15.64075203,1.0,8.0,4.0,10.0,28.0,24.0,30.25820875,  ,  ,  ,  
263,C0264,公司12,1454436,1.0,33.0,12.39416838,136.0,0.58122173,1.0,3.0,40.0,2.800294861,28.0,0.250626429,10.0,24.0,6.713389728,27.18913137,28.0,30.00642743,89.0,21.53912562,5.0,8.853077006,,88.0,18.0,18.13865317,0.0,80.24427712,11.04295556,45.91754691,3.0,1.0,7.0,13.13156719,1.0,11.0,2.0,5.0,66.0,,15.65680832,  ,  ,  ,  
5098,C5099,公司14,1979649,4.0,35.0,10.72746824,181.0,0.842211625,1.0,7.0,16.0,1.974360834,7.0,0.977663859,9.0,53.0,11.29889071,7.432104056,23.0,6.514504011,16.0,82.0479869,13.0,14.92822857,,26.0,58.0,5.672193565,0.0,40.39505177,17.10233967,53.2933051,1.0,1.0,42.0,11.69058656,1.0,10.0,4.0,12.0,46.0,78.0,8.748219515,  ,  ,  ,  
439,C0440,公司5,252004,6.0,12.0,0.30245079,21.0,0.742155139,1.0,16.0,97.0,29.66724225,28.0,0.075076404,4.0,30.0,18.61971516,32.15364402,72.0,25.22387932,95.0,15.90751241,6.0,17.74547147,,91.0,26.0,10.78046579,0.0,65.47007079,7.981264587,27.05421328,4.0,1.0,92.0,13.38637764,1.0,3.0,,7.0,24.0,87.0,52.86989104,  ,  ,  ,  
11704,C11705,公司15,2271049,3.0,68.0,6.275998181,18.0,0.869595935,1.0,16.0,29.0,17.96937914,22.0,0.321795055,4.0,31.0,8.258973715,14.05071664,9.0,31.14698308,41.0,74.46330396,1.0,6.683718899,,17.0,28.0,7.530713427,0.0,18.89202978,15.12592018,9.2079093,3.0,1.0,15.0,6.368427206,1.0,6.0,3.0,6.0,87.0,20.0,74.86642083,J0087,  ,  ,  
11727,C11728,公司16,2585664,11.0,29.0,22.54702622,21.0,0.231329222,1.0,9.0,78.0,27.32874676,54.0,0.260377262,6.0,4.0,5.353763419,20.14839754,84.0,0.381226933,,1.900459388,2.0,1.656043302,,65.0,22.0,13.33725333,0.0,38.2532021,12.59645339,59.97065792,2.0,1.0,64.0,9.158260879,1.0,11.0,7.0,5.0,61.0,78.0,20.5485733,  ,  ,  ,  
4541,C4542,公司5,252004,3.0,51.0,25.08780062,47.0,0.491421549,1.0,13.0,99.0,1.512593771,44.0,0.329884673,9.0,15.0,5.723483684,2.190672281,81.0,21.54601579,85.0,39.96955951,3.0,14.11566383,5.556742387,56.0,56.0,8.033669717,0.0,59.84531307,8.133056549,14.65775442,3.0,1.0,77.0,12.48946284,1.0,3.0,7.0,4.0,73.0,96.0,0.912855017,J0062,J0179,J0063,  
5787,C5788,公司2,40401,11.0,41.0,29.29541253,87.0,0.767501457,1.0,9.0,118.0,28.00541045,17.0,0.058371969,8.0,24.0,9.354150902,30.53334555,76.0,0.206605405,46.0,19.50913971,5.0,8.132892336,,32.0,9.0,10.01311932,,33.97289912,9.468947356,15.94797251,4.0,1.0,29.0,15.17228453,1.0,1.0,4.0,5.0,12.0,93.0,28.83834143,J0170,  ,  ,  
1107,C1108,公司8,646416,5.0,70.0,6.715843073,103.0,0.537994295,1.0,1.0,30.0,20.78177409,71.0,0.462615389,6.0,3.0,7.120330216,14.04640825,27.0,8.874478948,85.0,48.43306504,6.0,16.89821376,,12.0,11.0,5.055196312,0.0,78.52216446,10.48017947,91.42863414,4.0,1.0,88.0,15.36690827,1.0,2.0,6.0,1.0,43.0,14.0,78.59393534,  ,  ,  ,  
11403,C11404,公司8,646416,5.0,40.0,22.15295252,45.0,0.238265502,1.0,17.0,169.0,7.826627354,50.0,0.889556795,6.0,43.0,16.5154073,9.444147201,90.0,21.57575096,24.0,79.64752414,16.0,0.452464808,,77.0,10.0,9.956079782,0.0,31.30642488,7.291205493,52.53021434,3.0,1.0,39.0,15.29383502,1.0,3.0,1.0,9.0,27.0,73.0,79.63467774,  ,  ,  ,  
5888,C5889,公司12,1454436,9.0,13.0,3.229122072,106.0,0.609767414,1.0,15.0,166.0,12.32135769,13.0,0.433485055,2.0,55.0,19.39029527,22.64629704,24.0,10.6158226,22.0,35.71868269,9.0,1.915462944,,63.0,9.0,12.78802598,0.0,24.82943256,10.18440995,58.37040034,3.0,1.0,72.0,12.90640444,1.0,10.0,4.0,8.0,39.0,,0.037571529,J0180,J0192,  ,  
6784,C6785,公司18,3272481,4.0,59.0,30.54117903,32.0,0.137777317,1.0,9.0,90.0,2.413979243,22.0,0.546184884,12.0,63.0,15.63054905,28.711286,3.0,30.858119,10.0,-999999999.0,2.0,17.01816366,,78.0,48.0,12.39015305,0.0,60.44678385,8.780978717,10.23665311,2.0,1.0,30.0,17.55601231,1.0,9.0,3.0,12.0,40.0,61.0,0.04487689,  ,  ,  ,  
88,C0089,公司14,1979649,3.0,57.0,6.153614179,186.0,0.72369605,1.0,6.0,95.0,2.905700723,47.0,0.536411669,11.0,44.0,11.49593722,19.47628849,27.0,19.18961301,25.0,14.94496917,4.0,8.861747469,,94.0,37.0,0.271358918,0.0,37.28327186,3.530944968,30.61542535,2.0,1.0,68.0,9.337280732,1.0,7.0,2.0,7.0,22.0,2.0,34.67059637,J0089,  ,  ,  
2973,C2974,公司9,817216,4.0,27.0,26.30231687,87.0,0.48590539,1.0,12.0,96.0,27.52260827,20.0,0.129514566,1.0,54.0,6.626284733,21.28695747,78.0,15.64956806,41.0,77.01459491,3.0,16.8600232,,83.0,2.0,17.98468987,0.0,22.86113295,12.58108242,6.944944227,2.0,1.0,60.0,10.72874936,1.0,11.0,5.0,8.0,62.0,82.0,25.88745645,  ,  ,  ,  
5129,C5130,公司5,252004,3.0,70.0,4.26551111,177.0,0.467954204,1.0,7.0,61.0,13.74903685,62.0,0.706780613,1.0,53.0,12.31368528,13.6370487,89.0,14.3429366,93.0,69.32428902,1.0,17.83393459,,59.0,63.0,14.73862764,0.0,2.703125987,7.351329806,88.74358561,,1.0,88.0,13.97795231,1.0,5.0,1.0,8.0,31.0,9.0,90.75332863,J0021,  ,  ,  
7960,C7961,公司8,646416,2.0,30.0,16.67806518,,0.937453705,1.0,18.0,204.0,29.51917621,24.0,0.607236286,12.0,15.0,12.02515204,31.81134867,6.0,21.15801039,15.0,6.398519615,1.0,,,26.0,31.0,,0.0,46.78206286,7.976611431,54.24865517,5.0,1.0,87.0,18.9911076,1.0,11.0,4.0,,5.0,22.0,57.2917131,  ,  ,  ,  
2124,C2125,公司20,4040100,10.0,5.0,2.46413333,147.0,0.377734156,1.0,12.0,21.0,29.97441621,47.0,0.177944435,4.0,37.0,18.9298609,7.671814378,58.0,18.96027098,95.0,17.59349292,15.0,15.75456498,,3.0,40.0,2.601009612,0.0,0.867604757,16.97832179,88.08015603,4.0,1.0,15.0,2.533487285,1.0,10.0,1.0,,40.0,25.0,80.65385401,J0141,  ,  ,  
3574,C3575,公司17,2917264,7.0,55.0,2.757320907,193.0,0.498380258,1.0,6.0,162.0,31.16190823,19.0,0.801009977,10.0,39.0,0.953666796,19.80095402,27.0,24.96112394,47.0,38.79679755,10.0,0.216044406,,70.0,40.0,9.868574381,0.0,54.14016861,12.23322274,25.39101674,4.0,1.0,95.0,2.622565241,1.0,6.0,3.0,4.0,77.0,64.0,83.09961048,  ,  ,  ,  
7877,C7878,公司17,2917264,4.0,31.0,19.34183617,14.0,0.536791169,1.0,1.0,15.0,14.91692318,68.0,0.791618654,1.0,14.0,19.37662053,16.7548687,49.0,29.45774106,40.0,2.274771757,999999999.0,14.21399796,,75.0,40.0,10.69626749,0.0,14.72327022,4.747833755,57.02583453,3.0,1.0,8.0,13.3173772,1.0,8.0,4.0,4.0,94.0,52.0,84.20401228,  ,  ,  ,  
274,C0275,公司2,40401,7.0,69.0,15.50862643,48.0,0.414855449,1.0,16.0,127.0,31.77291508,38.0,-999999999.0,3.0,43.0,4.382268477,23.36121918,51.0,4.111741828,35.0,17.88226991,1.0,13.94203269,,5.0,1.0,8.437607392,0.0,7.451094826,2.064765016,64.8254091,5.0,1.0,25.0,13.25766023,1.0,9.0,7.0,3.0,83.0,72.0,78.20503085,  ,  ,  ,  
1281,C1282,公司1,10000,8.0,61.0,32.87092052,11.0,0.747155223,1.0,8.0,162.0,26.37708805,16.0,0.679085663,1.0,23.0,7.717864781,0.627262115,34.0,5.937894574,41.0,46.05131249,6.0,15.2658509,,55.0,11.0,14.94161093,0.0,89.2025103,8.22181604,23.82503735,2.0,1.0,21.0,14.62419855,1.0,5.0,3.0,12.0,46.0,65.0,47.3301804,  ,  ,  ,  
3752,C3753,公司2,40401,3.0,18.0,8.730565443,47.0,0.205112566,1.0,5.0,109.0,19.08315918,18.0,0.573350125,8.0,36.0,10.87002352,22.9528765,31.0,7.09503353,63.0,21.29219666,9.0,5.308635484,,20.0,10.0,1.20565374,0.0,90.34387945,12.89687275,47.53354872,4.0,1.0,91.0,17.5880547,1.0,3.0,5.0,2.0,15.0,35.0,7.025017281,J0005,J0126,  ,  
2075,C2076,公司5,252004,2.0,34.0,14.14004148,145.0,0.452755438,1.0,16.0,90.0,9.664741699,30.0,0.044212434,12.0,21.0,17.97038816,25.18179897,2.0,33.34580971,41.0,3.669223989,5.0,18.47292045,,87.0,51.0,1.410292438,0.0,75.34976395,9.758316396,40.8953594,5.0,1.0,31.0,1.67177468,1.0,5.0,7.0,2.0,95.0,16.0,14.18711436,J0034,J0135,J0052,  
11738,C11739,公司14,1979649,10.0,29.0,20.05485378,189.0,0.304971716,1.0,17.0,165.0,7.976193844,68.0,0.915091923,11.0,44.0,11.06139212,23.99641621,89.0,22.5255964,48.0,31.75878056,18.0,5.956254891,,90.0,7.0,2.249962804,0.0,28.96525388,19.92302174,38.98844654,4.0,1.0,40.0,11.70442607,1.0,8.0,2.0,3.0,36.0,49.0,25.78024339,  ,  ,  ,  
7824,C7825,公司6,363609,10.0,69.0,16.94174521,48.0,0.425249641,1.0,5.0,80.0,7.285343903,49.0,0.140911964,3.0,24.0,2.968573431,28.24028098,24.0,3.026929603,30.0,79.18521017,7.0,11.92315969,,87.0,31.0,4.497230846,0.0,65.00838351,2.621487103,59.24902842,5.0,,28.0,9.758891407,1.0,2.0,1.0,1.0,25.0,,51.09138467,J0094,  ,  ,  
10924,C10925,公司13,1705636,12.0,3.0,5.69340898,183.0,0.770222568,1.0,2.0,67.0,21.59155005,63.0,0.931830021,5.0,41.0,14.71272208,30.27070153,82.0,17.58213607,38.0,14.49090612,1.0,11.13081108,,17.0,16.0,18.27775443,0.0,87.41712192,8.70352092,90.82270303,4.0,1.0,34.0,7.631832129,1.0,7.0,5.0,,92.0,88.0,62.20271616,  ,  ,  ,  
6435,C6436,公司5,252004,,7.0,33.81033518,27.0,0.725217351,1.0,1.0,48.0,19.79195756,27.0,0.770931309,7.0,46.0,2.361839228,30.79466826,30.0,31.05360221,48.0,20.93014261,7.0,10.06736505,,37.0,,1.19049798,0.0,63.22090256,7.150721315,18.39510474,3.0,1.0,41.0,1.234453423,1.0,4.0,4.0,5.0,47.0,86.0,75.90556952,  ,  ,  ,  
3315,C3316,公司12,1454436,3.0,45.0,21.59250362,114.0,0.947984866,1.0,4.0,119.0,3.852221029,42.0,0.728867758,12.0,14.0,7.87654393,12.49369057,87.0,28.83964392,71.0,19.995261,8.0,17.10489935,18.04616077,39.0,20.0,14.37104344,0.0,23.70947919,9.089734673,76.3321681,2.0,1.0,95.0,12.81529711,1.0,10.0,,10.0,85.0,27.0,54.92137278,J0069,J0039,  ,  
6109,C6110,公司16,2585664,6.0,10.0,0.889499255,6.0,0.484917753,1.0,15.0,123.0,14.6041583,65.0,0.857193313,11.0,26.0,7.122051576,18.20952225,75.0,27.78770719,43.0,79.16205587,4.0,6.369916343,,92.0,9.0,10.93569463,0.0,3.444679466,10.31329275,36.62462746,3.0,1.0,45.0,1.775825533,1.0,11.0,7.0,1.0,55.0,,18.58175321,  ,  ,  ,  
8374,C8375,公司18,3272481,4.0,44.0,17.11878062,134.0,0.415148224,1.0,7.0,75.0,21.59792164,15.0,0.838204742,4.0,12.0,9.700257645,2.360448673,75.0,32.74307441,9.0,42.59061274,12.0,10.46352908,,47.0,15.0,10.08976421,0.0,90.85061263,2.777858959,47.01276998,4.0,1.0,39.0,,1.0,4.0,6.0,3.0,33.0,76.0,31.09060595,J0062,J0182,J0188,  
6193,C6194,公司7,494209,,15.0,4.198283801,147.0,0.157044312,1.0,14.0,145.0,31.06171881,25.0,0.047328424,6.0,4.0,13.47844258,16.1356654,93.0,1.618518088,65.0,29.51358246,17.0,4.095140213,,28.0,69.0,18.01659709,0.0,61.04243482,19.55603693,55.29465071,1.0,1.0,93.0,8.068589348,1.0,6.0,3.0,11.0,10.0,58.0,80.71352341,  ,  ,  ,  
10987,C10988,公司12,1454436,11.0,65.0,5.275974169,181.0,0.293054974,1.0,13.0,160.0,25.23830715,6.0,0.616003585,8.0,47.0,2.906729218,5.90647497,94.0,26.12488013,62.0,2.125379887,13.0,10.5148521,,19.0,71.0,6.817265777,0.0,22.02812853,5.0904326,28.01014369,4.0,1.0,80.0,13.25570736,1.0,7.0,6.0,7.0,23.0,2.0,11.58791255,J0184,J0068,  ,  
4438,C4439,公司16,2585664,6.0,16.0,15.24330794,80.0,0.68828629,1.0,9.0,39.0,19.12240892,58.0,0.666527243,8.0,30.0,11.45125937,15.58948094,34.0,8.890194522,9.0,,18.0,6.127131189,,92.0,38.0,11.03500311,0.0,12.375812,8.782822148,46.00403918,2.0,1.0,52.0,7.492466436,1.0,9.0,6.0,2.0,54.0,40.0,57.14967063,  ,  ,  ,  
415,C0416,公司13,1705636,7.0,61.0,24.15419361,142.0,0.817573063,1.0,15.0,,30.25102382,21.0,0.695873664,12.0,1.0,7.097624027,19.78261644,44.0,33.65683265,92.0,90.49890834,2.0,14.98948698,,82.0,60.0,9.118590255,0.0,88.26346868,3.966854554,21.0529465,3.0,1.0,88.0,16.03342544,1.0,11.0,4.0,1.0,90.0,14.0,77.4128574,J0145,  ,  ,  
7411,C7412,公司12,1454436,11.0,10.0,13.11848471,181.0,0.778060507,1.0,10.0,162.0,27.68672083,48.0,0.704303605,5.0,60.0,5.195290677,31.46659979,65.0,20.69235228,67.0,19.01322221,18.0,7.894425478,,15.0,58.0,16.70252869,0.0,74.76170184,3.785559203,28.73259838,1.0,1.0,19.0,5.488295488,1.0,3.0,5.0,6.0,69.0,92.0,19.7144413,  ,  ,  ,  
